Education,Income,Kidhome,Teenhome,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Total_Spending,Living_with,Children,Family_Size,is_parent,Total_Purchases,Total_Campaign_Accepted,Cluster_K2,Cluster_K4,K2_Description,K4_Description
Postgraduate,36262.0,0,0,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,1,43,426,Partner,0,2,0,11,2,1,2,Low Income – Low Spending,Low Income – Low Spending
Undergraduate,22634.0,0,0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,60,96,Partner,0,2,0,5,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Undergraduate,47025.0,0,1,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,0,48,635,Partner,1,3,1,18,0,1,3,Low Income – Low Spending,High Income – Low Spending
Graduate,70566.0,0,1,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,0,58,757,Alone,1,2,1,20,0,0,3,High Income – High Spending,High Income – Low Spending
Postgraduate,31605.0,1,0,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,0,47,125,Partner,1,3,1,7,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Postgraduate,52034.0,1,1,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,0,53,332,Alone,2,3,1,11,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,48526.0,1,0,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0,47,135,Alone,1,2,1,7,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,46734.0,0,1,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,0,72,330,Partner,1,3,1,12,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,39552.0,1,1,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,1,64,384,Alone,2,3,1,13,1,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,86358.0,1,1,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0,60,1722,Alone,2,3,1,14,0,0,3,High Income – High Spending,High Income – Low Spending
Graduate,46931.0,2,1,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,0,49,78,Partner,3,5,1,5,0,1,1,Low Income – Low Spending,Low Income – High Spending
Undergraduate,16581.0,0,0,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,41,24,Alone,0,1,0,3,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Undergraduate,63998.0,0,0,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,1,74,1168,Alone,0,1,0,24,1,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,67381.0,0,1,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,0,75,957,Partner,1,3,1,13,1,1,3,Low Income – Low Spending,High Income – Low Spending
Graduate,25930.0,1,1,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,59,15,Alone,2,3,1,3,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,42693.0,1,0,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,48,57,Partner,1,3,1,4,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,85606.0,0,1,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,0,50,1956,Partner,1,3,1,22,1,0,0,High Income – High Spending,High Income – High Spending
Graduate,72903.0,0,0,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,1,41,2013,Alone,0,1,0,20,4,0,0,High Income – High Spending,High Income – High Spending
Undergraduate,49669.0,1,0,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,0,52,326,Partner,1,3,1,12,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Postgraduate,36778.0,1,1,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0,58,77,Partner,2,4,1,6,0,1,1,Low Income – Low Spending,Low Income – High Spending
Postgraduate,85696.0,0,0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,64,1313,Alone,0,1,0,19,1,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,10979.0,0,0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,37,30,Alone,0,1,0,6,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,49678.0,0,1,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,65,315,Partner,1,3,1,12,0,1,1,Low Income – Low Spending,Low Income – High Spending
Postgraduate,56129.0,0,1,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,73,660,Partner,1,3,1,18,0,0,3,High Income – High Spending,High Income – Low Spending
Graduate,37155.0,1,0,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,37,74,Partner,1,3,1,6,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Undergraduate,21282.0,1,0,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,48,46,Alone,1,2,1,5,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Postgraduate,33419.0,0,1,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,64,86,Alone,1,2,1,6,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,63285.0,0,0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,81,1103,Alone,0,1,0,24,0,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,21255.0,1,0,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,52,61,Partner,1,3,1,7,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,42162.0,1,0,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1,45,145,Partner,1,3,1,7,2,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,54450.0,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,70,684,Partner,2,4,1,19,0,1,3,Low Income – Low Spending,High Income – Low Spending
Postgraduate,57744.0,0,1,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,72,411,Partner,1,3,1,14,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,26576.0,1,0,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1,40,27,Alone,1,2,1,3,2,1,2,Low Income – Low Spending,Low Income – Low Spending
Postgraduate,57513.0,0,0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,83,1060,Alone,0,1,0,25,0,0,3,High Income – High Spending,High Income – Low Spending
Graduate,68142.0,0,1,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,62,1459,Partner,1,3,1,21,0,0,3,High Income – High Spending,High Income – Low Spending
Graduate,7500.0,0,1,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,47,18,Partner,1,3,1,3,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,83145.0,0,0,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,1,52,1833,Partner,0,2,0,25,2,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,54197.0,0,1,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,66,237,Partner,1,3,1,10,0,1,1,Low Income – Low Spending,Low Income – High Spending
Postgraduate,23091.0,1,1,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,63,48,Alone,2,3,1,6,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,46049.0,1,1,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,1,50,515,Partner,2,4,1,16,1,1,3,Low Income – Low Spending,High Income – Low Spending
Graduate,56715.0,0,0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,52,1020,Partner,0,2,0,14,0,0,0,High Income – High Spending,High Income – High Spending
Graduate,79410.0,0,0,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,65,1370,Partner,0,2,0,10,0,0,0,High Income – High Spending,High Income – High Spending
Graduate,57304.0,0,1,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,75,1026,Partner,1,3,1,23,0,0,3,High Income – High Spending,High Income – Low Spending
Graduate,44375.0,0,1,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,61,301,Partner,1,3,1,11,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,54450.0,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,70,684,Partner,2,4,1,19,0,1,3,Low Income – Low Spending,High Income – Low Spending
Graduate,59594.0,0,1,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0,61,499,Partner,1,3,1,16,1,1,3,Low Income – Low Spending,High Income – Low Spending
Graduate,80685.0,0,0,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,32,1004,Partner,0,2,0,20,0,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,40344.0,0,1,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,52,218,Partner,1,3,1,10,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,62710.0,0,1,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,54,606,Partner,1,3,1,18,0,0,3,High Income – High Spending,High Income – Low Spending
Undergraduate,48985.0,0,1,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,58,75,Partner,1,3,1,5,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,35322.0,1,2,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,58,106,Partner,3,5,1,6,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,77142.0,0,0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,78,990,Partner,0,2,0,16,0,0,0,High Income – High Spending,High Income – High Spending
Graduate,81657.0,0,0,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,57,1097,Alone,0,1,0,15,0,0,0,High Income – High Spending,High Income – High Spending
Undergraduate,14421.0,0,0,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,30,16,Partner,0,2,0,3,1,1,2,Low Income – Low Spending,Low Income – Low Spending
Undergraduate,20130.0,0,0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,52,34,Partner,0,2,0,4,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Postgraduate,74214.0,0,0,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,36,1711,Partner,0,2,0,15,0,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,66726.0,1,1,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,69,438,Partner,2,4,1,14,1,1,1,Low Income – Low Spending,Low Income – High Spending
Undergraduate,23724.0,1,0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,47,75,Partner,1,3,1,5,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Postgraduate,47353.0,0,1,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,66,225,Partner,1,3,1,10,0,1,1,Low Income – Low Spending,Low Income – High Spending
Postgraduate,33444.0,1,1,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,74,18,Partner,2,4,1,3,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,54386.0,0,1,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,45,470,Partner,1,3,1,15,0,1,3,Low Income – Low Spending,High Income – Low Spending
Graduate,28510.0,1,1,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,45,91,Alone,2,3,1,6,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,48070.0,0,1,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,76,504,Partner,1,3,1,16,0,1,3,Low Income – Low Spending,High Income – Low Spending
Graduate,43140.0,0,1,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,69,235,Partner,1,3,1,10,0,1,1,Low Income – Low Spending,Low Income – High Spending
Postgraduate,54959.0,0,1,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1,65,1232,Alone,1,2,1,18,2,0,3,High Income – High Spending,High Income – Low Spending
Undergraduate,15056.0,1,1,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,68,88,Alone,2,3,1,7,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,26954.0,1,0,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,55,17,Alone,1,2,1,3,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,22327.0,1,0,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,41,24,Alone,1,2,1,4,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,44393.0,1,1,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,61,60,Partner,2,4,1,5,0,1,1,Low Income – Low Spending,Low Income – High Spending
Postgraduate,62000.0,0,1,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,74,1020,Alone,1,2,1,25,1,0,3,High Income – High Spending,High Income – Low Spending
Postgraduate,31497.0,0,1,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,64,155,Partner,1,3,1,8,0,1,1,Low Income – Low Spending,Low Income – High Spending
Undergraduate,45894.0,0,2,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,52,51,Partner,2,4,1,4,0,1,1,Low Income – Low Spending,Low Income – High Spending
Postgraduate,78579.0,0,0,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,56,1812,Alone,0,1,0,15,1,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,67369.0,0,1,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,57,1461,Alone,1,2,1,21,3,0,3,High Income – High Spending,High Income – Low Spending
Graduate,58401.0,0,1,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,66,96,Alone,1,2,1,5,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,62307.0,0,1,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,74,160,Alone,1,2,1,8,0,1,1,Low Income – Low Spending,Low Income – High Spending
Postgraduate,43641.0,1,1,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,57,139,Partner,2,4,1,7,0,1,1,Low Income – Low Spending,Low Income – High Spending
Postgraduate,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,58,908,Alone,1,2,1,21,0,0,3,High Income – High Spending,High Income – Low Spending
Undergraduate,46891.0,0,1,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,61,183,Partner,1,3,1,7,0,1,1,Low Income – Low Spending,Low Income – High Spending
Postgraduate,70091.0,1,0,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,57,1161,Partner,1,3,1,17,1,0,3,High Income – High Spending,High Income – Low Spending
Postgraduate,78075.0,0,0,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,54,988,Partner,0,2,0,13,0,0,0,High Income – High Spending,High Income – High Spending
Undergraduate,59184.0,0,1,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,65,1072,Alone,1,2,1,24,0,0,0,High Income – High Spending,High Income – High Spending
Graduate,54809.0,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,49,174,Partner,2,4,1,8,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,58113.0,0,1,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,67,758,Partner,1,3,1,19,0,0,3,High Income – High Spending,High Income – Low Spending
Postgraduate,51412.0,0,1,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,68,195,Partner,1,3,1,9,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,15287.0,1,0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,47,31,Alone,1,2,1,4,2,1,2,Low Income – Low Spending,Low Income – Low Spending
Postgraduate,66636.0,0,0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,69,1084,Partner,0,2,0,16,0,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,50965.0,0,1,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,70,685,Partner,1,3,1,19,1,1,3,Low Income – Low Spending,High Income – Low Spending
Postgraduate,84618.0,0,0,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,61,1672,Partner,0,2,0,25,1,0,0,High Income – High Spending,High Income – High Spending
Graduate,18351.0,0,0,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,36,43,Partner,0,2,0,5,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Postgraduate,40451.0,0,2,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,69,49,Partner,2,4,1,4,1,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,36317.0,0,1,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,61,133,Partner,1,3,1,7,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,42213.0,0,1,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,69,363,Partner,1,3,1,13,1,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,65748.0,0,1,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,71,545,Partner,1,3,1,16,0,0,3,High Income – High Spending,High Income – Low Spending
Graduate,77044.0,0,1,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,54,1065,Partner,1,3,1,29,1,0,3,High Income – High Spending,High Income – Low Spending
Graduate,74918.0,0,0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,57,2047,Partner,0,2,0,20,1,0,0,High Income – High Spending,High Income – High Spending
Graduate,56721.0,1,1,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,54,296,Partner,2,4,1,10,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,42160.0,1,1,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,51,140,Alone,2,3,1,7,1,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,61559.0,0,1,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,61,530,Alone,1,2,1,16,0,0,3,High Income – High Spending,High Income – Low Spending
Postgraduate,33629.0,1,1,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,63,152,Partner,2,4,1,8,0,1,1,Low Income – Low Spending,Low Income – High Spending
Postgraduate,68682.0,0,0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,35,1598,Partner,0,2,0,23,0,0,0,High Income – High Spending,High Income – High Spending
Graduate,34377.0,0,1,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,63,114,Alone,1,2,1,6,0,1,1,Low Income – Low Spending,Low Income – High Spending
Undergraduate,8940.0,1,0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,40,101,Alone,1,2,1,7,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,26228.0,1,0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,53,25,Partner,1,3,1,3,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Undergraduate,77297.0,0,0,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,69,789,Alone,0,1,0,21,1,0,0,High Income – High Spending,High Income – High Spending
Graduate,40211.0,1,1,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,45,87,Partner,2,4,1,5,1,1,1,Low Income – Low Spending,Low Income – High Spending
Postgraduate,33438.0,1,1,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,68,90,Alone,2,3,1,7,0,1,1,Low Income – Low Spending,Low Income – High Spending
Postgraduate,75032.0,0,1,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,67,1215,Partner,1,3,1,18,0,0,3,High Income – High Spending,High Income – Low Spending
Postgraduate,61284.0,0,0,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,71,811,Alone,0,1,0,21,1,0,3,High Income – High Spending,High Income – Low Spending
Graduate,22518.0,1,0,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,1,40,61,Partner,1,3,1,5,2,1,2,Low Income – Low Spending,Low Income – Low Spending
Postgraduate,54730.0,0,1,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,51,405,Partner,1,3,1,13,0,1,3,Low Income – Low Spending,High Income – Low Spending
Postgraduate,38452.0,1,1,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,71,72,Partner,2,4,1,6,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,44421.0,1,1,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,55,189,Alone,2,3,1,9,0,1,1,Low Income – Low Spending,Low Income – High Spending
Postgraduate,38197.0,1,0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,40,40,Partner,1,3,1,4,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,41986.0,0,1,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,48,63,Alone,1,2,1,7,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,28427.0,1,0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,43,52,Partner,1,3,1,5,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Postgraduate,37395.0,1,0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,50,39,Partner,1,3,1,4,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,64722.0,1,0,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,55,805,Partner,1,3,1,21,0,0,3,High Income – High Spending,High Income – Low Spending
Postgraduate,55249.0,0,1,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,70,130,Partner,1,3,1,7,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,84906.0,0,0,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0,54,1631,Partner,0,2,0,23,3,0,0,High Income – High Spending,High Income – High Spending
Graduate,28691.0,1,0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,37,34,Partner,1,3,1,4,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,44213.0,1,1,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,74,152,Alone,2,3,1,8,0,1,1,Low Income – Low Spending,Low Income – High Spending
Undergraduate,25707.0,1,0,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,42,21,Alone,1,2,1,4,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Postgraduate,59062.0,2,1,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0,59,71,Partner,3,5,1,5,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,76624.0,0,1,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,0,64,899,Alone,1,2,1,22,1,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,66000.0,0,0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,79,711,Partner,0,2,0,9,0,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,27683.0,1,0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0,48,351,Partner,1,3,1,12,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,1730.0,0,0,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0,55,8,Alone,0,1,0,0,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Undergraduate,7500.0,1,0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0,34,119,Alone,1,2,1,7,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,40521.0,1,1,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,58,21,Partner,2,4,1,3,0,1,1,Low Income – Low Spending,Low Income – High Spending
Postgraduate,20427.0,1,0,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,53,10,Partner,1,3,1,3,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,65106.0,0,1,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0,51,973,Partner,1,3,1,24,1,0,3,High Income – High Spending,High Income – Low Spending
Postgraduate,69969.0,0,0,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,1,61,1536,Partner,0,2,0,12,3,0,0,High Income – High Spending,High Income – High Spending
Graduate,67433.0,0,2,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0,74,992,Partner,2,4,1,24,1,0,3,High Income – High Spending,High Income – Low Spending
Postgraduate,77766.0,0,1,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1,59,1529,Partner,1,3,1,32,2,0,0,High Income – High Spending,High Income – High Spending
Graduate,74716.0,0,1,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0,54,860,Partner,1,3,1,15,0,0,3,High Income – High Spending,High Income – Low Spending
Graduate,68118.0,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,63,928,Alone,1,2,1,21,0,0,3,High Income – High Spending,High Income – Low Spending
Postgraduate,55158.0,1,1,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,1,56,418,Partner,2,4,1,14,1,1,1,Low Income – Low Spending,Low Income – High Spending
Undergraduate,62972.0,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,1,71,587,Partner,1,3,1,14,1,0,3,High Income – High Spending,High Income – Low Spending
Graduate,74190.0,0,1,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0,51,641,Partner,1,3,1,17,0,0,0,High Income – High Spending,High Income – High Spending
Graduate,39356.0,1,1,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,50,23,Partner,2,4,1,3,1,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,76653.0,0,0,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,0,57,2279,Partner,0,2,0,22,2,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,53,49,Alone,2,3,1,4,1,1,1,Low Income – Low Spending,Low Income – High Spending
Postgraduate,90687.0,0,0,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,1,43,1779,Alone,0,1,0,16,2,0,0,High Income – High Spending,High Income – High Spending
