Age,Gender,Item Purchased,Category,Spending,Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases,Spending_Level,High_Spender,Age_Group,Discount_Used,Cluster_K8,PCA1,PCA2,Customer_Persona,Anomaly_Flag,Anomaly
51,Male,Sunglasses,Accessories,71,New Jersey,S,Beige,Spring,4.8,No,Bank Transfer,2-Day Shipping,No,31,Credit Card,1,High,1,Middle_Aged,0,3,-1.3872213542760692,0.4196885344997675,Premium Loyal Customers,1,Normal
26,Male,Hoodie,Clothing,73,Louisiana,L,Silver,Winter,4.7,No,Bank Transfer,Free Shipping,No,9,Debit Card,1,High,1,Young_Adult,0,5,-1.490352909578503,0.4092309464518116,Premium Loyal Customers,1,Normal
68,Male,Handbag,Accessories,63,Maine,M,Gold,Summer,2.6,No,Cash,Free Shipping,No,47,Cash,2,High,1,Senior,0,7,-1.0607477876617963,0.10622407824119832,Premium Loyal Customers,-1,Anomaly
27,Male,Gloves,Accessories,78,Florida,L,Silver,Winter,3.4,No,Cash,Standard,No,8,Cash,5,High,1,Young_Adult,0,5,-1.4879403007273426,0.44970783469155234,Premium Loyal Customers,1,Normal
28,Male,Skirt,Clothing,96,Missouri,L,Green,Fall,3.5,No,Bank Transfer,Next Day Air,No,30,Debit Card,3,Very_High,1,Young_Adult,0,3,-1.7821115157909426,0.9597113434281528,High-Value Premium Buyers,1,Normal
49,Male,Sunglasses,Accessories,81,North Dakota,M,Teal,Winter,3.4,No,Bank Transfer,2-Day Shipping,No,22,Bank Transfer,4,High,1,Adult,0,3,-1.5128008912342543,0.5525366440518159,High-Value Premium Buyers,1,Normal
70,Male,Dress,Clothing,95,Connecticut,S,Gold,Fall,5.0,No,Cash,2-Day Shipping,No,3,Bank Transfer,4,Very_High,1,Senior,0,3,-1.8831737950471648,0.9325218276757283,High-Value Premium Buyers,-1,Anomaly
30,Male,Gloves,Accessories,68,Virginia,M,Cyan,Spring,4.6,No,Credit Card,Standard,No,15,PayPal,6,High,1,Young_Adult,0,5,-1.3857134480693984,0.29092902374825036,Premium Loyal Customers,1,Normal
27,Male,Sneakers,Footwear,28,Montana,L,Gold,Spring,4.8,No,PayPal,2-Day Shipping,No,10,Bank Transfer,7,Low,0,Young_Adult,0,1,0.08897244268646938,-1.8418104434553333,Occasional Low-Engagement Buyers,1,Normal
19,Male,T-shirt,Clothing,30,Vermont,L,Violet,Summer,3.7,No,PayPal,Free Shipping,No,19,Cash,7,Low,0,Youth,0,1,0.12407098171152023,-1.8314487134171866,Occasional Low-Engagement Buyers,1,Normal
64,Male,Dress,Clothing,31,Georgia,M,Black,Summer,4.7,No,Venmo,Next Day Air,No,36,Bank Transfer,1,Low,0,Middle_Aged,0,1,0.13923799218285812,-1.720630956675451,Occasional Low-Engagement Buyers,1,Normal
42,Male,Handbag,Accessories,95,Virginia,XL,Brown,Winter,4.4,No,Venmo,Express,No,12,Bank Transfer,7,Very_High,1,Adult,0,5,-1.8419394118339232,0.9390930408035734,High-Value Premium Buyers,1,Normal
69,Male,Socks,Clothing,79,Vermont,M,Indigo,Winter,3.5,No,Cash,2-Day Shipping,No,49,Debit Card,4,High,1,Senior,0,7,-1.4113439878756866,0.5702354121500518,Premium Loyal Customers,1,Normal
28,Male,Sneakers,Footwear,39,Montana,L,Yellow,Winter,3.8,No,Credit Card,Standard,No,7,Debit Card,3,Low,0,Young_Adult,0,1,-0.04131447454265939,-1.6235008017531758,Occasional Low-Engagement Buyers,1,Normal
47,Male,Jacket,Outerwear,34,New Jersey,M,Purple,Summer,4.7,No,Debit Card,Next Day Air,No,28,Bank Transfer,6,Low,0,Adult,0,1,0.07254728543805115,-1.6894076979255392,Occasional Low-Engagement Buyers,1,Normal
69,Male,Hoodie,Clothing,28,Wyoming,L,White,Spring,3.1,No,PayPal,Store Pickup,No,30,Credit Card,3,Low,0,Senior,0,1,0.28949109342255924,-1.9160425960148797,Occasional Low-Engagement Buyers,1,Normal
56,Male,Sandals,Footwear,38,Maine,XL,Turquoise,Winter,5.0,No,Debit Card,Free Shipping,No,29,PayPal,6,Low,0,Middle_Aged,0,1,-0.037587984125873,-1.5597128915081817,Occasional Low-Engagement Buyers,1,Normal
28,Male,Shoes,Footwear,55,New Mexico,M,Olive,Spring,3.7,No,Credit Card,Free Shipping,No,9,Debit Card,7,Medium,0,Young_Adult,0,1,-0.3212553072492018,-1.233768164818112,Young Trend-Oriented Shoppers,1,Normal
50,Male,Sandals,Footwear,31,Colorado,M,Beige,Winter,3.0,No,PayPal,Next Day Air,No,27,Debit Card,1,Low,0,Adult,0,1,0.21759717162675768,-1.8356515883245046,Occasional Low-Engagement Buyers,1,Normal
39,Male,Coat,Outerwear,84,Connecticut,S,Lavender,Spring,4.5,No,Cash,Store Pickup,No,21,Venmo,1,Very_High,1,Adult,0,5,-1.5980082699506275,0.6917233269872555,High-Value Premium Buyers,1,Normal
35,Male,Gloves,Accessories,93,Maryland,L,White,Winter,4.7,No,Bank Transfer,Express,No,36,Credit Card,6,Very_High,1,Young_Adult,0,3,-1.7705658118949648,0.9687285343607407,High-Value Premium Buyers,1,Normal
59,Male,Coat,Outerwear,28,Oregon,L,Brown,Winter,3.5,No,Debit Card,Free Shipping,No,19,Debit Card,3,Low,0,Middle_Aged,0,1,0.23899328783916873,-1.9145388196139606,Occasional Low-Engagement Buyers,1,Normal
44,Male,Boots,Footwear,55,New York,M,Charcoal,Summer,4.4,No,Debit Card,2-Day Shipping,No,47,Cash,2,Medium,0,Adult,0,1,-0.2585988969185224,-1.1238677848677345,Family-Oriented Value Buyers,1,Normal
66,Male,Skirt,Clothing,63,Oklahoma,L,Maroon,Winter,2.6,No,Cash,Standard,No,38,Bank Transfer,3,High,1,Senior,0,7,-1.0858455494754624,0.08944885489649029,Premium Loyal Customers,1,Normal
20,Male,Skirt,Clothing,94,Alabama,M,Red,Winter,4.2,No,Credit Card,2-Day Shipping,No,22,Venmo,5,Very_High,1,Youth,0,5,-1.8409211306773108,0.9334886998534248,High-Value Premium Buyers,1,Normal
45,Male,Pants,Clothing,36,North Dakota,M,Maroon,Fall,2.6,No,Credit Card,Express,No,29,Venmo,5,Low,0,Adult,0,1,0.11299498334130542,-1.7162548244546796,Occasional Low-Engagement Buyers,1,Normal
49,Male,Hat,Accessories,97,Nebraska,S,Teal,Spring,4.8,No,Venmo,Free Shipping,No,42,Bank Transfer,3,Very_High,1,Adult,0,3,-1.8282994336382612,1.0969807356970298,High-Value Premium Buyers,1,Normal
60,Male,Backpack,Accessories,63,Arizona,L,Orange,Summer,2.9,No,Venmo,Store Pickup,No,47,PayPal,7,High,1,Middle_Aged,0,7,-1.073386027415385,0.14592274185553888,Premium Loyal Customers,1,Normal
61,Male,Scarf,Accessories,77,Illinois,S,Olive,Spring,4.3,No,Credit Card,2-Day Shipping,No,10,Credit Card,5,High,1,Middle_Aged,0,3,-1.5067140718935792,0.48144475594742997,Premium Loyal Customers,1,Normal
36,Male,Scarf,Accessories,53,South Carolina,XL,Olive,Fall,2.6,No,Credit Card,Store Pickup,No,10,Venmo,6,Medium,0,Adult,0,1,-0.20157376174623454,-1.3512273477327224,Family-Oriented Value Buyers,1,Normal
33,Male,Shirt,Clothing,77,Kansas,M,Beige,Spring,3.8,No,Cash,Next Day Air,No,1,PayPal,7,High,1,Young_Adult,0,5,-1.5132305043777676,0.41692745575460455,Premium Loyal Customers,1,Normal
49,Male,Boots,Footwear,79,Kansas,L,Green,Summer,4.2,No,Credit Card,Standard,No,7,Credit Card,6,High,1,Adult,0,5,-1.5370005103227873,0.49673443886887664,Premium Loyal Customers,1,Normal
31,Male,Coat,Outerwear,37,Idaho,M,Black,Summer,3.9,No,Venmo,Store Pickup,No,10,Venmo,1,Low,0,Young_Adult,0,1,0.018708167534683864,-1.6791423439445439,Occasional Low-Engagement Buyers,1,Normal
19,Male,Belt,Accessories,94,California,M,Green,Winter,3.1,No,Cash,Free Shipping,No,11,Credit Card,2,Very_High,1,Youth,0,5,-1.7767525413342065,0.8433880637616904,High-Value Premium Buyers,1,Normal
39,Male,Boots,Footwear,76,North Dakota,S,Violet,Fall,3.6,No,PayPal,Store Pickup,No,5,Cash,3,High,1,Adult,0,5,-1.484356311536467,0.41567648192264883,Premium Loyal Customers,1,Normal
66,Male,Sneakers,Footwear,68,Georgia,S,Silver,Fall,4.0,No,PayPal,Express,No,21,PayPal,4,High,1,Senior,0,7,-1.2997028179875443,0.262791004658097,Premium Loyal Customers,1,Normal
25,Male,Shirt,Clothing,65,Illinois,L,Maroon,Spring,3.4,No,Cash,Next Day Air,No,24,Bank Transfer,4,High,1,Youth,0,5,-1.237939228570639,0.17647795863196564,Premium Loyal Customers,1,Normal
63,Male,Blouse,Clothing,24,Delaware,M,Cyan,Summer,2.6,No,Venmo,Standard,No,37,Credit Card,1,Low,0,Middle_Aged,0,1,0.38744997766359274,-2.0191647475531145,Occasional Low-Engagement Buyers,-1,Anomaly
56,Male,Jacket,Outerwear,31,Connecticut,L,Teal,Summer,4.5,No,Cash,Express,No,22,Venmo,7,Low,0,Middle_Aged,0,1,0.14634814949643274,-1.776188986153997,Occasional Low-Engagement Buyers,1,Normal
20,Male,Skirt,Clothing,89,Tennessee,M,Olive,Fall,4.9,No,Credit Card,Standard,No,16,Debit Card,1,Very_High,1,Youth,0,5,-1.8007847059003215,0.8409689129426174,High-Value Premium Buyers,1,Normal
58,Male,Socks,Clothing,49,Maryland,M,Red,Summer,4.4,No,Venmo,2-Day Shipping,No,44,PayPal,6,Medium,0,Middle_Aged,0,1,-0.16304960553287962,-1.2909572424503197,Family-Oriented Value Buyers,1,Normal
34,Male,Sandals,Footwear,92,Rhode Island,XL,Lavender,Fall,3.5,No,Credit Card,Express,No,14,Venmo,5,Very_High,1,Young_Adult,0,5,-1.7534922578676349,0.819408538086551,High-Value Premium Buyers,1,Normal
28,Male,T-shirt,Clothing,32,New York,S,Orange,Winter,3.3,No,Bank Transfer,Express,No,23,Bank Transfer,7,Low,0,Young_Adult,0,1,0.12231647077818036,-1.765182560381519,Occasional Low-Engagement Buyers,1,Normal
22,Male,Jacket,Outerwear,67,New Mexico,L,Brown,Winter,3.1,No,Bank Transfer,Standard,No,46,Debit Card,1,High,1,Youth,0,3,-1.199791996768006,0.264790664059978,Premium Loyal Customers,1,Normal
37,Male,Belt,Accessories,64,California,S,Gray,Fall,4.2,No,Credit Card,Express,No,46,Cash,7,High,1,Adult,0,3,-1.2427059719758737,0.2899033551767538,Premium Loyal Customers,1,Normal
54,Male,Shoes,Footwear,84,Maine,M,Orange,Spring,4.9,No,PayPal,Next Day Air,No,16,PayPal,7,Very_High,1,Middle_Aged,0,3,-1.6442192133004445,0.6748751727383938,High-Value Premium Buyers,1,Normal
65,Male,Blouse,Clothing,34,New York,M,Orange,Fall,3.9,No,Venmo,Standard,No,40,Credit Card,7,Low,0,Middle_Aged,0,1,0.10746353851758833,-1.6762792426390447,Occasional Low-Engagement Buyers,1,Normal
57,Male,Shoes,Footwear,26,Hawaii,M,Turquoise,Winter,4.2,No,Bank Transfer,Free Shipping,No,21,Cash,3,Low,0,Middle_Aged,0,1,0.2014430701923463,-1.9078839519909525,Occasional Low-Engagement Buyers,1,Normal
38,Male,Sweater,Clothing,50,New Hampshire,S,Cyan,Fall,4.9,No,Credit Card,Store Pickup,No,25,PayPal,5,Medium,0,Adult,0,1,-0.28912816485058185,-1.2346541821596888,Family-Oriented Value Buyers,1,Normal
70,Male,Boots,Footwear,46,Nebraska,M,Yellow,Fall,2.8,No,Credit Card,Store Pickup,No,25,Bank Transfer,4,Medium,0,Senior,0,1,-0.0421700045964149,-1.4899477225429407,Family-Oriented Value Buyers,1,Normal
56,Male,Handbag,Accessories,71,Montana,M,White,Fall,4.1,No,Credit Card,Standard,No,25,Debit Card,7,High,1,Middle_Aged,0,3,-1.3688420787931963,0.36677166339280337,Premium Loyal Customers,1,Normal
56,Male,Blouse,Clothing,78,Wisconsin,M,Blue,Summer,4.8,No,Cash,Next Day Air,No,27,Venmo,6,High,1,Middle_Aged,0,3,-1.5053537303357218,0.5474920186014913,Premium Loyal Customers,1,Normal
22,Male,Skirt,Clothing,35,Tennessee,S,Purple,Winter,4.1,No,PayPal,Next Day Air,No,12,Cash,6,Low,0,Youth,0,1,-0.0021377442697463056,-1.688819049229084,Occasional Low-Engagement Buyers,1,Normal
57,Male,Backpack,Accessories,58,Montana,M,Gray,Summer,3.0,No,Bank Transfer,Free Shipping,No,27,Debit Card,4,Medium,0,Middle_Aged,0,1,-0.2495013612039354,-1.1817091991403557,Family-Oriented Value Buyers,1,Normal
53,Male,Shirt,Clothing,67,Michigan,L,Cyan,Fall,4.2,No,Bank Transfer,2-Day Shipping,No,40,Credit Card,5,High,1,Middle_Aged,0,7,-1.301439426471962,0.3054521206623896,Premium Loyal Customers,1,Normal
53,Male,Sweater,Clothing,93,Texas,L,Pink,Spring,3.8,No,Bank Transfer,Standard,No,38,Credit Card,4,Very_High,1,Middle_Aged,0,7,-1.6911908529400936,0.8856553823225368,High-Value Premium Buyers,1,Normal
19,Male,Scarf,Accessories,81,Pennsylvania,S,Gold,Spring,3.3,No,Venmo,2-Day Shipping,No,44,Bank Transfer,7,High,1,Youth,0,3,-1.4919350147459824,0.646010382338965,High-Value Premium Buyers,1,Normal
49,Male,Handbag,Accessories,80,New York,L,Silver,Fall,4.7,No,Debit Card,2-Day Shipping,No,27,Venmo,7,High,1,Adult,0,3,-1.547930686642447,0.6019760088449165,High-Value Premium Buyers,1,Normal
44,Male,Scarf,Accessories,64,Alabama,M,Gray,Spring,4.3,No,Cash,2-Day Shipping,No,30,Credit Card,7,High,1,Adult,0,3,-1.2581208110183468,0.21982425068541597,Premium Loyal Customers,1,Normal
27,Male,Jeans,Clothing,41,Virginia,M,Brown,Fall,2.7,No,Venmo,Standard,No,24,Credit Card,6,Medium,0,Young_Adult,0,1,-0.009818743185865592,-1.6027611714540704,Young Trend-Oriented Shoppers,1,Normal
60,Male,Socks,Clothing,79,Pennsylvania,XL,Pink,Winter,4.2,No,PayPal,Express,No,38,Cash,5,High,1,Middle_Aged,0,7,-1.5036487169466413,0.586168379873816,Premium Loyal Customers,1,Normal
62,Male,Sunglasses,Accessories,60,Mississippi,L,Maroon,Winter,4.2,No,Credit Card,Free Shipping,No,4,PayPal,4,Medium,0,Middle_Aged,0,1,-0.41141952709030916,-1.126218709428978,Premium Loyal Customers,1,Normal
52,Male,Sneakers,Footwear,91,Wyoming,S,Peach,Winter,2.5,No,Cash,Next Day Air,No,32,Venmo,6,Very_High,1,Middle_Aged,0,7,-1.5730094037466043,0.7739973932967866,High-Value Premium Buyers,1,Normal
30,Male,Shoes,Footwear,66,New Mexico,L,Brown,Winter,3.6,No,PayPal,Express,No,32,Credit Card,1,High,1,Young_Adult,0,3,-1.253029555123769,0.23571454622308527,Premium Loyal Customers,1,Normal
66,Male,Socks,Clothing,85,North Dakota,L,Green,Winter,3.4,No,Bank Transfer,Standard,No,28,Bank Transfer,5,Very_High,1,Senior,0,7,-1.55012283073294,0.6433636873663905,High-Value Premium Buyers,1,Normal
29,Male,Sunglasses,Accessories,38,New Jersey,M,Lavender,Summer,3.3,No,Credit Card,Standard,No,6,Debit Card,7,Low,0,Young_Adult,0,1,0.012619166504394451,-1.688350289214469,Occasional Low-Engagement Buyers,1,Normal
24,Male,Sweater,Clothing,23,Vermont,M,Cyan,Winter,4.6,No,Debit Card,Standard,No,24,PayPal,6,Low,0,Youth,0,1,0.2031964669602888,-1.9424551979321556,Occasional Low-Engagement Buyers,1,Normal
51,Male,Shoes,Footwear,71,Alaska,M,Black,Spring,3.9,No,Debit Card,Store Pickup,No,38,Venmo,2,High,1,Middle_Aged,0,7,-1.307631806871572,0.3639408770775123,Premium Loyal Customers,1,Normal
67,Male,Socks,Clothing,25,Indiana,M,Charcoal,Winter,3.7,No,PayPal,Next Day Air,No,28,Debit Card,3,Low,0,Senior,0,1,0.2840055843200526,-1.9445169988077913,Occasional Low-Engagement Buyers,1,Normal
50,Male,Boots,Footwear,39,Alabama,XL,Silver,Spring,3.1,No,Debit Card,Express,No,9,PayPal,1,Low,0,Adult,0,1,0.04591400198035553,-1.6957718252597993,Occasional Low-Engagement Buyers,1,Normal
37,Male,Hoodie,Clothing,20,Michigan,M,Gray,Spring,4.9,No,Bank Transfer,Express,No,21,Debit Card,7,Low,0,Adult,0,1,0.2463860647783892,-1.9869278772697496,Occasional Low-Engagement Buyers,1,Normal
69,Male,Gloves,Accessories,73,Washington,L,Peach,Winter,4.7,No,Cash,Standard,No,31,Debit Card,6,High,1,Senior,0,7,-1.3841225174917549,0.45187356374890847,Premium Loyal Customers,1,Normal
60,Male,Backpack,Accessories,63,Virginia,L,Peach,Fall,2.9,No,PayPal,Next Day Air,No,18,Credit Card,4,High,1,Middle_Aged,0,7,-1.1498046693284247,0.05729728805498057,Premium Loyal Customers,1,Normal
21,Male,Gloves,Accessories,94,Tennessee,XL,Cyan,Spring,4.1,No,Venmo,Express,No,5,Cash,2,Very_High,1,Youth,0,5,-1.8301938479020523,0.8865525081307619,High-Value Premium Buyers,1,Normal
44,Male,Blouse,Clothing,94,South Dakota,L,Magenta,Fall,4.0,No,Venmo,Next Day Air,No,22,Cash,3,Very_High,1,Adult,0,3,-1.7874650646188919,0.8964601112023038,High-Value Premium Buyers,1,Normal
26,Male,Scarf,Accessories,71,New Hampshire,L,Teal,Summer,2.7,No,Debit Card,Store Pickup,No,37,PayPal,5,High,1,Young_Adult,0,3,-1.2573997696716415,0.3062210001765277,Premium Loyal Customers,1,Normal
40,Male,Hat,Accessories,77,South Dakota,M,Peach,Spring,4.0,No,Credit Card,2-Day Shipping,No,22,Debit Card,6,High,1,Adult,0,3,-1.4827328454762196,0.4992965341760119,Premium Loyal Customers,1,Normal
41,Male,Scarf,Accessories,66,Pennsylvania,M,Black,Fall,2.5,No,Credit Card,Next Day Air,No,36,PayPal,1,High,1,Adult,0,7,-1.1759191589770646,0.17923581038583872,Premium Loyal Customers,-1,Anomaly
62,Male,Sandals,Footwear,23,Wisconsin,M,Teal,Summer,4.5,No,Bank Transfer,Free Shipping,No,23,PayPal,3,Low,0,Middle_Aged,0,1,0.2542433202138168,-1.9765792286052972,Occasional Low-Engagement Buyers,1,Normal
39,Male,Sweater,Clothing,60,California,M,Turquoise,Spring,3.9,No,Debit Card,Express,No,44,Debit Card,2,Medium,0,Adult,0,1,-0.31601460902974393,-1.0332602554500563,Premium Loyal Customers,1,Normal
53,Male,Backpack,Accessories,72,Rhode Island,L,Gold,Spring,4.9,No,Cash,2-Day Shipping,No,25,Bank Transfer,3,High,1,Middle_Aged,0,3,-1.4201033866096056,0.4221482390448274,Premium Loyal Customers,1,Normal
24,Male,Blouse,Clothing,35,Alabama,L,Green,Winter,3.3,No,Debit Card,2-Day Shipping,No,40,PayPal,4,Low,0,Youth,0,1,0.09252871006197363,-1.6760507699420493,Occasional Low-Engagement Buyers,1,Normal
41,Male,Scarf,Accessories,31,Oklahoma,M,Brown,Fall,3.8,No,Venmo,Express,No,12,PayPal,2,Low,0,Adult,0,1,0.10195123619416761,-1.8147026748620165,Occasional Low-Engagement Buyers,1,Normal
19,Male,Socks,Clothing,33,Illinois,L,Blue,Summer,2.9,No,Credit Card,Standard,No,14,Venmo,6,Low,0,Youth,0,1,0.127565142661611,-1.831083894252928,Occasional Low-Engagement Buyers,1,Normal
36,Male,Hat,Accessories,95,Tennessee,M,Gold,Summer,4.0,No,Credit Card,2-Day Shipping,No,14,Debit Card,6,Very_High,1,Adult,0,5,-1.8114920718597478,0.9144449641001692,High-Value Premium Buyers,1,Normal
21,Male,Dress,Clothing,68,Alabama,M,Peach,Fall,4.1,No,Credit Card,Store Pickup,No,10,Debit Card,3,High,1,Youth,0,5,-1.405766055489663,0.27517294793209934,Premium Loyal Customers,1,Normal
25,Male,Coat,Outerwear,87,Kansas,M,Violet,Spring,3.1,No,Cash,Store Pickup,No,17,Bank Transfer,7,Very_High,1,Youth,0,5,-1.6078693230493153,0.6669759795017698,High-Value Premium Buyers,1,Normal
65,Male,Shirt,Clothing,64,Arizona,XL,Yellow,Winter,4.6,No,Debit Card,Express,No,24,Debit Card,1,High,1,Middle_Aged,0,3,-1.2618005636325162,0.21532849691234393,Premium Loyal Customers,1,Normal
42,Male,Shirt,Clothing,74,Michigan,M,Black,Winter,4.6,No,PayPal,Next Day Air,No,31,Bank Transfer,4,High,1,Adult,0,3,-1.4612083044496313,0.4744457219151079,Premium Loyal Customers,1,Normal
40,Male,Jeans,Clothing,62,Missouri,L,Silver,Spring,2.6,No,Cash,2-Day Shipping,No,36,Cash,3,High,1,Adult,0,7,-1.0964484297722221,0.07512466183632543,Premium Loyal Customers,1,Normal
58,Male,Socks,Clothing,97,Louisiana,M,Brown,Winter,5.0,No,Debit Card,2-Day Shipping,No,38,PayPal,7,Very_High,1,Middle_Aged,0,7,-1.8586147545311236,1.0490018346234584,High-Value Premium Buyers,-1,Anomaly
40,Male,Sandals,Footwear,47,Connecticut,L,Peach,Fall,2.9,No,Cash,2-Day Shipping,No,23,Debit Card,1,Medium,0,Adult,0,1,-0.08638263099035891,-1.4564199519933028,Family-Oriented Value Buyers,1,Normal
62,Male,Blouse,Clothing,83,Connecticut,M,Cyan,Winter,3.5,No,Debit Card,2-Day Shipping,No,47,PayPal,5,Very_High,1,Middle_Aged,0,7,-1.5076868622510278,0.64538696362942,High-Value Premium Buyers,1,Normal
38,Male,Shirt,Clothing,82,Oregon,M,Olive,Spring,3.7,No,Credit Card,2-Day Shipping,No,20,Venmo,2,Very_High,1,Adult,0,3,-1.5575667101797983,0.5828999081471358,High-Value Premium Buyers,1,Normal
37,Male,Sunglasses,Accessories,26,West Virginia,L,Black,Fall,2.9,No,Bank Transfer,Store Pickup,No,41,Venmo,6,Low,0,Adult,0,1,0.3193888611010336,-1.9143121637462595,Occasional Low-Engagement Buyers,1,Normal
65,Male,Jacket,Outerwear,81,Florida,M,Orange,Winter,4.3,No,PayPal,Free Shipping,No,44,Bank Transfer,1,High,1,Middle_Aged,0,7,-1.4978115380445336,0.6354701459724769,High-Value Premium Buyers,1,Normal
55,Male,Dress,Clothing,44,New Hampshire,L,Beige,Spring,3.2,No,Debit Card,Store Pickup,No,31,Cash,6,Medium,0,Middle_Aged,0,1,-0.00015025415933328512,-1.5146902357575909,Family-Oriented Value Buyers,1,Normal
43,Male,Sunglasses,Accessories,88,Oregon,M,Peach,Winter,4.2,No,PayPal,Next Day Air,No,11,Credit Card,5,Very_High,1,Adult,0,5,-1.7075484886005796,0.7343457882570233,High-Value Premium Buyers,1,Normal
43,Male,Boots,Footwear,76,Oregon,M,Pink,Winter,4.2,No,Cash,Standard,No,25,PayPal,5,High,1,Adult,0,3,-1.4762883060420595,0.48802728353573627,Premium Loyal Customers,1,Normal
45,Male,Scarf,Accessories,89,Utah,M,Brown,Winter,3.8,No,PayPal,Free Shipping,No,31,Cash,2,Very_High,1,Adult,0,3,-1.6632362699548164,0.7873261291773866,High-Value Premium Buyers,1,Normal
64,Male,Shorts,Clothing,22,Missouri,M,Magenta,Fall,4.4,No,Bank Transfer,Standard,No,40,Debit Card,2,Low,0,Middle_Aged,0,1,0.30515591629845185,-1.9434133621388094,Occasional Low-Engagement Buyers,1,Normal
28,Male,Shorts,Clothing,33,West Virginia,L,Cyan,Winter,3.1,No,Venmo,2-Day Shipping,No,23,Credit Card,5,Low,0,Young_Adult,0,1,0.10745435056853328,-1.7610647419989405,Occasional Low-Engagement Buyers,1,Normal
69,Male,Jeans,Clothing,97,California,XL,Silver,Fall,5.0,No,Venmo,Standard,No,5,Debit Card,4,Very_High,1,Senior,0,3,-1.899145226753432,0.9863766835371477,High-Value Premium Buyers,1,Normal
54,Male,Scarf,Accessories,57,California,M,Indigo,Winter,4.7,No,Venmo,Standard,No,26,PayPal,2,Medium,0,Middle_Aged,0,1,-0.345003728969722,-1.1102076214401366,Family-Oriented Value Buyers,1,Normal
52,Male,Shorts,Clothing,38,Illinois,M,Beige,Summer,3.0,No,Credit Card,Express,No,11,Credit Card,5,Low,0,Middle_Aged,0,1,0.040271715957208555,-1.7069493461541272,Occasional Low-Engagement Buyers,1,Normal
23,Male,Sneakers,Footwear,55,Hawaii,XL,Black,Fall,4.2,No,PayPal,Next Day Air,No,44,Debit Card,7,Medium,0,Youth,0,1,-0.28451041103442826,-1.1037383828753058,Young Trend-Oriented Shoppers,1,Normal
26,Male,Jewelry,Accessories,37,Washington,L,Yellow,Spring,3.0,No,Credit Card,Store Pickup,No,47,Cash,7,Low,0,Young_Adult,0,1,0.12727509710640664,-1.6130579741257338,Occasional Low-Engagement Buyers,1,Normal
48,Male,Shoes,Footwear,43,Wisconsin,M,Maroon,Summer,3.7,No,Venmo,Free Shipping,No,46,PayPal,6,Medium,0,Adult,0,1,-0.016933784055528894,-1.4576693846159827,Family-Oriented Value Buyers,1,Normal
49,Male,Hoodie,Clothing,96,Virginia,M,Cyan,Summer,2.7,No,Debit Card,Free Shipping,No,35,Cash,7,Very_High,1,Adult,0,7,-1.692572793820708,0.8855175316868815,High-Value Premium Buyers,1,Normal
53,Male,Jacket,Outerwear,51,Oregon,M,Pink,Winter,4.3,No,Debit Card,2-Day Shipping,No,8,Bank Transfer,5,Medium,0,Middle_Aged,0,1,-0.2675423861548174,-1.3455424214868932,Family-Oriented Value Buyers,1,Normal
69,Male,Shorts,Clothing,95,Pennsylvania,XL,Violet,Fall,2.7,No,Bank Transfer,2-Day Shipping,No,30,Bank Transfer,2,Very_High,1,Senior,0,7,-1.6858464227629155,0.8545332681460409,High-Value Premium Buyers,-1,Anomaly
26,Male,Socks,Clothing,26,Virginia,M,Lavender,Summer,3.7,No,PayPal,Next Day Air,No,14,Credit Card,5,Low,0,Young_Adult,0,1,0.18463715042500128,-1.9529251960311698,Occasional Low-Engagement Buyers,1,Normal
21,Male,Coat,Outerwear,34,Hawaii,XL,Lavender,Fall,4.3,No,Cash,Standard,No,30,Bank Transfer,2,Low,0,Youth,0,1,0.04865149525336125,-1.6594199510070382,Occasional Low-Engagement Buyers,1,Normal
59,Male,Sandals,Footwear,83,Nebraska,S,Black,Summer,4.0,No,Cash,Next Day Air,No,26,Credit Card,7,Very_High,1,Middle_Aged,0,3,-1.5324723611043038,0.6398483638826501,High-Value Premium Buyers,1,Normal
21,Male,Backpack,Accessories,24,Alaska,M,Olive,Fall,3.3,No,Bank Transfer,Standard,No,32,Venmo,1,Low,0,Youth,0,1,0.2862359831244663,-1.953673596925393,Occasional Low-Engagement Buyers,1,Normal
22,Male,Pants,Clothing,69,Michigan,S,Indigo,Fall,4.0,No,Bank Transfer,Next Day Air,No,47,Cash,7,High,1,Youth,0,3,-1.3223330290587685,0.3916330280796654,Premium Loyal Customers,1,Normal
26,Male,Sweater,Clothing,40,North Carolina,M,Blue,Fall,2.7,No,Venmo,Next Day Air,No,11,Credit Card,7,Medium,0,Young_Adult,0,1,-0.008527690880557035,-1.6579133851733803,Young Trend-Oriented Shoppers,1,Normal
41,Male,Jacket,Outerwear,87,North Carolina,S,Green,Winter,4.2,No,PayPal,Free Shipping,No,28,PayPal,3,Very_High,1,Adult,0,3,-1.6643424505096744,0.7638239918676293,High-Value Premium Buyers,1,Normal
37,Male,Sneakers,Footwear,46,Minnesota,L,Pink,Spring,4.6,No,PayPal,Standard,No,2,Debit Card,7,Medium,0,Adult,0,1,-0.19351110138056066,-1.4436565758659576,Family-Oriented Value Buyers,1,Normal
